stop_id,name,city,mode,lat,lon,lst,thei,thei_tier
0,Narela Terminal,Delhi,bus,28.851958,77.088107,39.1,59.5,Moderate
1,Police Station Narela,Delhi,bus,28.853311,77.088548,39.1,59.5,Moderate
2,Safiyabad Crossing,Delhi,bus,28.854965,77.089322,40.09,69.5,High
3,Ramdev Chowk / Pitori Johad,Delhi,bus,28.857713,77.092846,40.09,69.5,High
4,Narela A-6 / CPJ College,Delhi,bus,28.857684,77.097117,39.53,63.8,High
5,State Bank Of Allahbad,Delhi,bus,28.854724,77.097933,39.53,63.8,High
6,Sec A-9 Narela,Delhi,bus,28.851769,77.097906,39.06,59.0,Moderate
7,Narela Pocket 13 / A-9,Delhi,bus,28.851771,77.097849,39.06,59.0,Moderate
8,Narela Pocket 13 / A-6,Delhi,bus,28.848993,77.098485,39.06,59.0,Moderate
9,Raja Harish Chandra Hospital,Delhi,bus,28.840804,77.10202,38.98,58.3,Moderate
10,Kasturi Ram School,Delhi,bus,28.837226,77.098578,38.98,58.3,Moderate
11,Munim Ji Ka Bagh,Delhi,bus,28.83657,77.09201,38.95,57.9,Moderate
12,New Anaj Mandi,Delhi,bus,28.838193,77.091456,38.95,57.9,Moderate
13,Kurani More,Delhi,bus,28.840582,77.090589,38.95,57.9,Moderate
14,Prem Nagar Narela,Delhi,bus,28.837755,77.081097,39.06,59.1,Moderate
15,Maharaja Agrassen School,Delhi,bus,28.83657,77.079258,39.06,59.1,Moderate
16,Bharat Mata School,Delhi,bus,28.833186,77.077052,39.03,58.8,Moderate
17,Kaushal Devi Netraheen Ashram,Delhi,bus,28.825219,77.069668,39.12,59.7,Moderate
18,Sannoth Crossing / Ghoga Crossing,Delhi,bus,28.819549,77.06355,39.21,60.6,High
19,Delhi Jal Board Bawana,Delhi,bus,28.815434,77.058213,38.93,57.7,Moderate
20,Jain Bekhunth Mandir,Delhi,bus,28.811811,77.053975,38.88,57.3,Moderate
21,Bawana JJ Colony CRPF Camp,Delhi,bus,28.806738,77.048163,39.02,58.6,Moderate
23,Swaroop Nagar GT Road,Delhi,bus,28.758318,77.148305,39.7,65.5,High
24,Libas Pur GT Road,Delhi,bus,28.75027,77.15075,39.63,64.8,High
25,Sanjay Gandhi Transport Nagar,Delhi,bus,28.7402,77.154,38.44,52.8,Moderate
26,Mukarba Chowk,Delhi,bus,28.735084,77.155874,38.14,49.8,Moderate
27,GTK Depot,Delhi,bus,28.731117,77.158967,38.53,53.7,Moderate
28,Jahangirpuri GT Road (Metro Station),Delhi,bus,28.7257,77.163,37.74,45.7,Moderate
29,Mahindra Park,Delhi,bus,28.721715,77.166162,38.28,51.2,Moderate
30,Sarai Pipal Thala,Delhi,bus,28.7206,77.1671,38.28,51.2,Moderate
31,Adarsh Nagar Metro Station,Delhi,bus,28.717467,77.169917,37.8,46.3,Moderate
32,New Sabzi Mandi,Delhi,bus,28.714415,77.172422,37.8,46.3,Moderate
33,Azadpur Terminal (Bara Bagh Road),Delhi,bus,28.706533,77.17928,38.21,50.5,Moderate
34,Bara Bagh,Delhi,bus,28.7017,77.1831,38.21,50.5,Moderate
35,Gujranwala Town,Delhi,bus,28.6995,77.1849,37.76,46.0,Moderate
36,Telephone Exchange,Delhi,bus,28.6971,77.1869,37.76,46.0,Moderate
37,State Bank Colony,Delhi,bus,28.6954,77.1883,37.76,46.0,Moderate
38,Gurudwara Nanak Pyau,Delhi,bus,28.691,77.192,37.33,41.6,Moderate
39,Rana Pratap Bagh,Delhi,bus,28.688267,77.1937,37.44,42.7,Moderate
40,Gur Mandi,Delhi,bus,28.6848,77.1963,37.44,42.7,Moderate
41,Roop Nagar / Shakti Nagar (GT Road),Delhi,bus,28.682832,77.197614,37.54,43.7,Moderate
42,Clock Tower,Delhi,bus,28.677617,77.201567,37.48,43.2,Moderate
43,Roshnara Bagh,Delhi,bus,28.6733,77.2018,37.84,46.7,Moderate
44,Roshnara Road,Delhi,bus,28.669249,77.20455,37.84,46.7,Moderate
45,Ice Factory (Roshanara Road),Delhi,bus,28.667538,77.207439,37.84,46.7,Moderate
46,St Stephen Hospital,Delhi,bus,28.667356,77.215047,37.9,47.4,Moderate
47,Tees Hazari Court,Delhi,bus,28.666864,77.218926,37.9,47.4,Moderate
48,ISBT Nityanand Marg,Delhi,bus,28.668328,77.225017,37.74,45.8,Moderate
49,ISBT Bridge,Delhi,bus,28.669469,77.228659,37.74,45.8,Moderate
50,Metro Train Depot,Delhi,bus,28.673867,77.241633,37.4,42.4,Moderate
51,Metro Train Depot,Delhi,bus,28.674383,77.243117,36.94,37.7,Low
52,Shyam Giri Mandir,Delhi,bus,28.6741,77.24775,37.73,45.7,Moderate
53,Shastri Park GT Road,Delhi,bus,28.673454,77.251954,37.73,45.7,Moderate
54,Shastri Park GT Road,Delhi,bus,28.672611,77.257233,38.12,49.5,Moderate
55,Dharampura GT Road,Delhi,bus,28.671251,77.261675,38.12,49.5,Moderate
56,Seelampur Metro Station,Delhi,bus,28.670783,77.265423,38.34,51.8,Moderate
57,Seelam Pur Petrol Pump,Delhi,bus,28.672117,77.273467,38.31,51.5,Moderate
58,Welcome Metro Station,Delhi,bus,28.672536,77.276325,38.31,51.5,Moderate
59,Shahdara (Shyam Lal College),Delhi,bus,28.6736,77.283533,38.31,51.5,Moderate
60,Mansarovar Park Metro Station,Delhi,bus,28.6759,77.2999,38.01,48.5,Moderate
61,Telephone Exchange,Delhi,bus,28.676067,77.30925,38.01,48.5,Moderate
62,Dilshad Garden GT Road,Delhi,bus,28.67615,77.311883,38.01,48.5,Moderate
63,Shahdara Border Circle,Delhi,bus,28.676518,77.321617,38.14,49.8,Moderate
64,Surya Nagar (Gazipur Road),Delhi,bus,28.666391,77.321543,38.47,53.1,Moderate
65,Ram Prastha Temple,Delhi,bus,28.662479,77.320324,38.25,50.9,Moderate
66,Ram Prastha Crossing,Delhi,bus,28.6608,77.3202,38.25,50.9,Moderate
67,Anand Vihar ISBT Main Road,Delhi,bus,28.647061,77.317903,38.47,53.1,Moderate
69,Kair Depot,Delhi,bus,28.618288,76.930672,42.4,92.8,Very High
70,Mitraon Village (Dhansa Road),Delhi,bus,28.608269,76.944782,41.53,84.0,Very High
71,Mitraon School,Delhi,bus,28.607199,76.939964,42.21,90.8,Very High
72,Surehra Crossing,Delhi,bus,28.604251,76.932438,42.21,90.8,Very High
73,Rawta Crossing (Dhansa Road),Delhi,bus,28.600168,76.916132,41.96,88.3,Very High
74,Jaffarpur Kalan RTRM Hospital,Delhi,bus,28.59484,76.915348,41.96,88.3,Very High
75,Samaspur Khalsa,Delhi,bus,28.578394,76.909982,42.33,92.1,Very High
76,Tikri Border Metro Station,Delhi,bus,28.688069,76.96544,40.09,69.5,High
77,Tikari Village,Delhi,bus,28.6875,76.9708,39.77,66.2,High
78,Tikri Hospital,Delhi,bus,28.6869,76.9783,39.68,65.4,High
79,Tikri Piyau / Azad Hind Gram,Delhi,bus,28.686817,76.979933,39.68,65.4,High
80,Indian Oil Corporation,Delhi,bus,28.686267,76.986533,40.09,69.4,High
81,Ghevra Crossing (Kanjhawala Road),Delhi,bus,28.686112,76.994467,40.09,69.4,High
82,FCI Ghevra,Delhi,bus,28.69285,76.993943,40.24,71.0,High
83,Ghevra Village,Delhi,bus,28.696524,76.997956,40.24,71.0,High
84,Sir Chhotu Ram Polytechnic,Delhi,bus,28.707239,77.001132,40.65,75.1,High
85,Haryana Shakti School Kanjhawla,Delhi,bus,28.714166,77.003188,40.83,76.9,High
86,Desu Sub Station,Delhi,bus,28.723483,77.004474,40.98,78.5,High
88,Kanjhawala Village,Delhi,bus,28.733592,77.004502,39.83,66.8,High
89,Kanjhawla Chowk,Delhi,bus,28.738005,77.007551,39.8,66.5,High
90,Kanjhawla School,Delhi,bus,28.738824,77.008263,39.8,66.5,High
91,Chandpur Kalan Crossing,Delhi,bus,28.751435,77.014409,40.5,73.6,High
92,Chand Pur Village,Delhi,bus,28.75137,77.00975,41.06,79.3,High
93,Chand Pur Village,Delhi,bus,28.75329,77.00775,41.06,79.3,High
94,Chand Pur Majra School,Delhi,bus,28.75895,76.99894,41.06,79.2,High
95,Majra Dabas Village,Delhi,bus,28.76899,76.99852,41.07,79.3,High
96,Prem Piyau,Delhi,bus,28.766651,77.016409,40.16,70.2,High
97,Shri Krishna Gaushala,Delhi,bus,28.779779,77.021947,40.54,74.0,High
98,Bajit Pur Crossing,Delhi,bus,28.785026,77.023867,40.8,76.6,High
99,Krishna Vihar,Delhi,bus,28.787599,77.025648,40.8,76.6,High
100,Ishwar Colony,Delhi,bus,28.794529,77.029967,39.84,67.0,High
101,Panchayat Ghar,Delhi,bus,28.797939,77.031709,39.17,60.2,High
102,Primary School,Delhi,bus,28.797795,77.034329,39.17,60.2,High
103,Bawana Village Chowk,Delhi,bus,28.800379,77.036058,39.29,61.4,High
104,Badli Railway Staion,Delhi,bus,28.74539,77.13727,37.91,47.4,Moderate
106,Prem Nagar,Delhi,bus,28.743133,77.146286,38.03,48.7,Moderate
107,Ice Factory (Nityanand Marg),Delhi,bus,28.66761,77.210806,37.9,47.4,Moderate
108,ISBT Kashmere Gate (Lothian Road),Delhi,bus,28.665616,77.230079,37.74,45.8,Moderate
109,Guru Govind Singh University (Kashmere Gate),Delhi,bus,28.665677,77.230238,37.74,45.8,Moderate
110,GPO,Delhi,bus,28.661738,77.235311,38.66,55.0,Moderate
111,Old Delhi Railway Station (T),Delhi,bus,28.660051,77.227892,38.83,56.7,Moderate
112,Shahdara Terminal,Delhi,bus,28.67409,77.286865,38.31,51.5,Moderate
113,Shahdara (Shyam Lal College),Delhi,bus,28.673043,77.282749,38.31,51.5,Moderate
114,Kanti Nagar Extension,Delhi,bus,28.6704,77.2809,38.31,51.5,Moderate
115,Jharkhandi,Delhi,bus,28.66785,77.28225,38.31,51.5,Moderate
116,East Azad Nagar,Delhi,bus,28.666167,77.283917,38.31,51.5,Moderate
117,Swaran Cinema,Delhi,bus,28.663502,77.285917,38.19,50.3,Moderate
118,Krishna Nagar A Block,Delhi,bus,28.661,77.2878,38.19,50.3,Moderate
119,Hans Apartment,Delhi,bus,28.6582,77.29,38.19,50.3,Moderate
120,Arjun Nagar,Delhi,bus,28.6564,77.2915,38.19,50.3,Moderate
121,Radheypuri,Delhi,bus,28.654,77.2925,37.94,47.8,Moderate
122,Jagatpuri  A Block,Delhi,bus,28.651637,77.293123,37.94,47.8,Moderate
123,Jagatpuri F-Block,Delhi,bus,28.648036,77.295529,37.94,47.8,Moderate
124,Gagan Vihar,Delhi,bus,28.6455,77.2979,37.57,44.0,Moderate
125,Karkardooma Xing,Delhi,bus,28.642867,77.29725,37.57,44.0,Moderate
126,New Rajdhani Enclave,Delhi,bus,28.64215,77.29625,37.57,44.0,Moderate
127,Preet Vihar,Delhi,bus,28.639333,77.292417,37.57,44.0,Moderate
128,Nirman Vihar,Delhi,bus,28.636783,77.287683,37.29,41.2,Moderate
129,Shakarpur Crossing,Delhi,bus,28.635367,77.28495,37.29,41.2,Moderate
130,Shakarpur,Delhi,bus,28.633394,77.281942,37.57,44.1,Moderate
131,Laxmi Nagar,Delhi,bus,28.6313,77.2789,37.57,44.1,Moderate
132,Rainy Well,Delhi,bus,28.628033,77.260933,36.94,37.7,Low
133,Delhi Secretariat,Delhi,bus,28.62795,77.25235,36.94,37.7,Low
134,ITO,Delhi,bus,28.627967,77.244433,37.14,39.7,Low
135,Tilak Bridge,Delhi,bus,28.6253,77.2387,37.14,39.7,Low
136,Mandi House,Delhi,bus,28.625633,77.234,36.86,36.9,Low
137,Mandi House,Delhi,bus,28.625035,77.230571,36.86,36.9,Low
138,Kasturba Gandhi Road Crossing,Delhi,bus,28.623228,77.226725,36.73,35.5,Low
139,Firoz Shah Road,Delhi,bus,28.621,77.2215,36.73,35.5,Low
140,Le Meridian Hotel / Rajendra Prasad Road,Delhi,bus,28.619225,77.217521,36.93,37.5,Low
141,Krishi Bhawan,Delhi,bus,28.616983,77.2137,36.93,37.5,Low
142,Red Cross Road,Delhi,bus,28.618035,77.210453,36.93,37.5,Low
143,Aakashwani Bhawan (Imtiyaz Ali Road),Delhi,bus,28.62065,77.2098,37.06,38.8,Low
144,Gurudwara Rakab Ganj Road,Delhi,bus,28.6209,77.2073,37.06,38.8,Low
145,Kendriya Terminal (Church Road),Delhi,bus,28.617383,77.20395,36.93,37.5,Low
146,Najafgarh Terminal,Delhi,bus,28.614614,76.978024,39.64,64.9,High
147,Jharoda Crossing/Nazafgarh Terminal,Delhi,bus,28.613617,76.979717,39.64,64.9,High
148,Jharoda Crossing,Delhi,bus,28.614481,76.981062,39.64,64.9,High
149,Health Centre,Delhi,bus,28.61415,76.985217,39.64,64.9,High
150,NajafGarh Delhi Gate,Delhi,bus,28.612627,76.986253,39.81,66.6,High
151,Tuda Mandi,Delhi,bus,28.612622,76.99151,39.81,66.6,High
154,Nangli Sakrawati,Delhi,bus,28.614667,77.0034,39.63,64.8,High
155,Nangli Sakrawati Crossing,Delhi,bus,28.616335,77.007354,39.05,58.9,Moderate
156,Arjun Park,Delhi,bus,28.618,77.012067,39.05,58.9,Moderate
157,Chhathh Ghat Park,Delhi,bus,28.619105,77.015167,38.47,53.2,Moderate
158,Nangli Dairy,Delhi,bus,28.620133,77.01795,38.47,53.2,Moderate
159,Kakrola Bridge,Delhi,bus,28.62021,77.024127,38.51,53.5,Moderate
160,Kakrola More,Delhi,bus,28.619182,77.029268,38.51,53.5,Moderate
161,Kakrola More,Delhi,bus,28.619119,77.031797,38.39,52.3,Moderate
162,Dwarka More Metro Station (Sewak Park),Delhi,bus,28.619362,77.033101,38.39,52.3,Moderate
163,Rama Park,Delhi,bus,28.619918,77.036569,38.39,52.3,Moderate
164,Mohan Garden,Delhi,bus,28.62029,77.039178,38.39,52.3,Moderate
165,Nawada Gaon,Delhi,bus,28.620356,77.044995,38.47,53.2,Moderate
166,Kiran Garden,Delhi,bus,28.620876,77.049338,38.53,53.8,Moderate
167,Om Vihar,Delhi,bus,28.621124,77.051543,38.53,53.8,Moderate
168,Prem Nagar,Delhi,bus,28.621946,77.056321,38.53,53.8,Moderate
169,Uttam Nagar,Delhi,bus,28.623017,77.06031,38.45,52.9,Moderate
170,Uttam Nagar / A1 Janak Puri,Delhi,bus,28.624813,77.067696,37.95,47.9,Moderate
171,Tilak Pul,Delhi,bus,28.621617,77.069969,37.95,47.9,Moderate
172,Jivan park,Delhi,bus,28.620041,77.073165,37.81,46.5,Moderate
173,C-1 Janak Puri,Delhi,bus,28.618239,77.076935,38.08,49.1,Moderate
175,C-2 Janak Puri,Delhi,bus,28.616152,77.081383,38.08,49.1,Moderate
176,C2D Janak Puri,Delhi,bus,28.614365,77.085484,37.97,48.0,Moderate
177,Dabri Crossing (Pankha Road),Delhi,bus,28.61305,77.088391,37.97,48.0,Moderate
178,Janak Cinema,Delhi,bus,28.611026,77.093012,37.78,46.2,Moderate
179,Desu Colony Janak Puri,Delhi,bus,28.610049,77.095367,37.85,46.9,Moderate
180,SagarPur Vashisht park,Delhi,bus,28.609265,77.100931,37.85,46.9,Moderate
181,D Block Janak Puri,Delhi,bus,28.61096,77.103583,38.12,49.5,Moderate
182,Lajwanti Garden,Delhi,bus,28.614,77.1062,37.78,46.2,Moderate
183,Lajwanti Garden (Carriappa Marg),Delhi,bus,28.61313,77.109679,37.78,46.2,Moderate
184,Janak Setu,Delhi,bus,28.6107,77.1139,38.29,51.3,Moderate
185,Supply Depot,Delhi,bus,28.606783,77.123367,38.08,49.1,Moderate
186,Kirbi Place,Delhi,bus,28.604833,77.128283,38.08,49.1,Moderate
187,Thimiyan Park,Delhi,bus,28.602817,77.133517,37.63,44.6,Moderate
188,S O Flats Carriappa Marg,Delhi,bus,28.600317,77.139733,37.25,40.8,Moderate
189,R R Line,Delhi,bus,28.596167,77.1504,36.92,37.5,Low
190,Golf Club,Delhi,bus,28.592967,77.158483,37.12,39.5,Low
191,Dhaula Kuan,Delhi,bus,28.592987,77.162865,37.12,39.5,Low
192,BBM Cluster Depot,Delhi,bus,28.704301,77.21131,36.85,36.7,Low
193,Sewa Kutir,Delhi,bus,28.702162,77.209581,36.85,36.7,Low
194,GTB Nagar / Haqiqat Nagar,Delhi,bus,28.698158,77.207636,37.37,42.0,Moderate
195,INS Hostel,Delhi,bus,28.696197,77.21214,37.02,38.4,Low
196,Vishwa Vidyalaya Metro Station,Delhi,bus,28.695022,77.215318,37.02,38.4,Low
197,Mall Road,Delhi,bus,28.69382,77.218624,37.02,38.4,Low
198,Banarsi Daas Estate Timarpur,Delhi,bus,28.69714,77.220359,36.56,33.9,Low
199,Timarpur,Delhi,bus,28.701025,77.22127,36.56,33.9,Low
200,Balak Ram Hospital,Delhi,bus,28.7054,77.223167,36.61,34.3,Low
201,Police Station Timarpur,Delhi,bus,28.706947,77.224038,36.61,34.3,Low
202,Nehru Vihar Crossing,Delhi,bus,28.709086,77.22626,36.61,34.3,Low
203,Wazirabad Crossing,Delhi,bus,28.711529,77.228752,36.22,30.4,Low
204,Gurudwara Nanak Sar,Delhi,bus,28.710233,77.241367,36.26,30.8,Low
205,Pusta No 1 Sonia Vihar,Delhi,bus,28.7189,77.24325,36.26,30.8,Low
206,Pusta No 2 Sonia Vihar,Delhi,bus,28.721517,77.243867,36.08,29.0,Low
207,Pusta No 3 Sonia Vihar,Delhi,bus,28.725583,77.2448,36.08,29.0,Low
208,Gatta Factory Sonia Vihar,Delhi,bus,28.730183,77.24575,36.21,30.3,Low
209,Sonia Vihar,Delhi,bus,28.7324,77.246233,36.71,35.3,Low
210,Pusta No 5 Sonia Vihar,Delhi,bus,28.734583,77.246633,36.71,35.3,Low
211,Check Post,Delhi,bus,28.739367,77.24745,36.74,35.7,Low
212,Annpurna Mandir,Delhi,bus,28.74245,77.246567,36.74,35.7,Low
213,Sabhapur More,Delhi,bus,28.750167,77.24385,37.26,40.9,Moderate
214,Chauhan Patti (Terminal),Delhi,bus,28.754767,77.24325,37.26,40.9,Moderate
215,NHAI Building/ Dwarka Sec-10 Metro Station,Delhi,bus,28.578409,77.058932,37.85,46.9,Moderate
216,Dwarka Sec-19 Modern School,Delhi,bus,28.578591,77.054908,37.3,41.3,Moderate
217,Amrohi More,Delhi,bus,28.574383,77.05115,37.83,46.6,Moderate
218,St Marry School,Delhi,bus,28.573412,77.048418,37.27,41.0,Moderate
219,Police Post,Delhi,bus,28.577292,77.035195,37.33,41.6,Moderate
220,Qutub Vihar Phase-I Kikar Stand,Delhi,bus,28.578247,77.02915,38.54,53.9,Moderate
221,Jhankar Crossing,Delhi,bus,28.57905,77.024348,38.54,53.9,Moderate
222,Goyla Dairy,Delhi,bus,28.579766,77.021478,39.6,64.5,High
223,Nehru Bus Stand Goyla Dairy,Delhi,bus,28.580346,77.019327,39.6,64.5,High
224,St Thomas School Goyla Vihar,Delhi,bus,28.581816,77.015072,39.6,64.5,High
225,Taj Pur More,Delhi,bus,28.58327,77.011534,40.23,70.9,High
226,Goyla Village,Delhi,bus,28.587476,77.008636,38.77,56.2,Moderate
227,Shyam Vihar,Delhi,bus,28.591403,77.000404,39.36,62.1,High
228,Goela Dairy Crossing,Delhi,bus,28.591721,76.992877,39.96,68.1,High
229,Deenpur Village,Delhi,bus,28.593389,76.991941,39.69,65.4,High
230,Durga Vihar,Delhi,bus,28.596621,76.990298,39.69,65.4,High
231,BDO Office,Delhi,bus,28.600768,76.988661,39.69,65.4,High
232,Chhawla Stand Najafgarh,Delhi,bus,28.60799,76.985536,39.67,65.2,High
233,Police Station NajafGarh,Delhi,bus,28.610319,76.981338,39.67,65.2,High
235,Dichau Chowk,Delhi,bus,28.617676,76.984284,39.64,64.9,High
236,Udaseen Ashram,Delhi,bus,28.621747,76.98804,40.28,71.4,High
237,Nirmal Vihar,Delhi,bus,28.625259,76.992196,40.28,71.4,High
238,Dichau Kalan Depot,Delhi,bus,28.629304,76.997733,40.33,71.8,High
239,Azadpur Terminal,Delhi,bus,28.707525,77.177797,38.21,50.5,Moderate
240,New Sabzi Mandi,Delhi,bus,28.7139,77.1725,37.8,46.3,Moderate
241,Adarsh Nagar / Bharola Village,Delhi,bus,28.715917,77.170867,37.8,46.3,Moderate
242,Sarai Peepal Thala,Delhi,bus,28.720417,77.166983,38.28,51.2,Moderate
243,Mahindra Park,Delhi,bus,28.721533,77.166,38.28,51.2,Moderate
244,Jahangir Puri GT Road,Delhi,bus,28.7251,77.163217,37.74,45.7,Moderate
245,Jahangir Puri Metro Station,Delhi,bus,28.7273,77.161583,37.74,45.7,Moderate
246,GTK Depot,Delhi,bus,28.731183,77.158617,38.53,53.7,Moderate
247,Mukarba Chowk,Delhi,bus,28.734723,77.155831,38.14,49.8,Moderate
248,Mukraba Chowk / Sanjay Gandhi Transport Nagar,Delhi,bus,28.738473,77.154112,38.44,52.8,Moderate
249,Libas Pur GT Road,Delhi,bus,28.752467,77.149383,39.63,64.8,High
250,Swaroop Nagar GT Road,Delhi,bus,28.75805,77.14765,39.7,65.5,High
251,Gurudwara Siraspur GT Road,Delhi,bus,28.76486,77.145315,40.64,75.0,High
252,Nangli Poona More,Delhi,bus,28.771708,77.142899,40.64,75.0,High
253,Khera Garhi,Delhi,bus,28.771944,77.121967,39.97,68.2,High
254,Khera Kalan School,Delhi,bus,28.771903,77.117675,39.4,62.5,High
255,Khera Kalan Gaon,Delhi,bus,28.772345,77.115104,39.4,62.5,High
256,Rishi Dharmarth Chikitsalaya,Delhi,bus,28.773931,77.104022,39.29,61.3,High
257,Khera Khurd Village,Delhi,bus,28.773923,77.102521,39.29,61.3,High
258,Khera Khurd Nahar Crossing,Delhi,bus,28.773761,77.09241,38.32,51.6,Moderate
259,Naya Bans,Delhi,bus,28.783337,77.096637,39.13,59.8,Moderate
260,Mann School,Delhi,bus,28.793447,77.095545,39.18,60.3,High
261,Holambi Khurd DRID College,Delhi,bus,28.795391,77.097784,39.18,60.3,High
262,Holambi Khurd,Delhi,bus,28.799721,77.096011,39.18,60.3,High
263,Holambi Kalan Terminal,Delhi,bus,28.801883,77.096003,39.44,62.9,High
264,Holambi Kalan Crossing,Delhi,bus,28.809564,77.107095,40.16,70.1,High
265,Shahpur Garhi,Delhi,bus,28.817688,77.102397,39.46,63.1,High
266,Narela ITI / Narela Depot,Delhi,bus,28.820295,77.101135,39.39,62.4,High
267,DSIDC Narela,Delhi,bus,28.821204,77.100678,39.39,62.4,High
268,Bhor Garh,Delhi,bus,28.829162,77.094509,38.97,58.1,Moderate
269,Babu Jag Jeevan Ram Colony,Delhi,bus,28.833012,77.093266,39.03,58.8,Moderate
270,Old Anaj Mandi,Delhi,bus,28.845328,77.088967,39.1,59.5,Moderate
271,Narela Primary School,Delhi,bus,28.847045,77.088366,39.1,59.5,Moderate
272,Keshav Nagar Mukti Ashram,Delhi,bus,28.779253,77.179936,38.77,56.2,Moderate
273,Ibrahim Pur More,Delhi,bus,28.775793,77.179669,38.77,56.2,Moderate
274,Natthupura Crossing Terminal,Delhi,bus,28.768883,77.180783,38.61,54.5,Moderate
275,Amrit Vihar Colony,Delhi,bus,28.7645,77.1838,37.61,44.4,Moderate
276,Koushik Enclave,Delhi,bus,28.761167,77.188717,38.47,53.2,Moderate
277,Laxmi Vihar,Delhi,bus,28.76015,77.191083,38.47,53.2,Moderate
278,Ekta Garden Harijan Basti,Delhi,bus,28.7555,77.1983,37.58,44.1,Moderate
279,Burari Village,Delhi,bus,28.7541,77.199,37.72,45.5,Moderate
280,Sarvodhya Vidhyalay Burari,Delhi,bus,28.749233,77.198567,37.72,45.5,Moderate
281,Balti Factory,Delhi,bus,28.7467,77.1983,37.72,45.5,Moderate
282,Sant Nagar Main Market,Delhi,bus,28.7418,77.198,38.37,52.1,Moderate
283,Sant Nagar A1,Delhi,bus,28.7377,77.1973,38.37,52.1,Moderate
284,Jharoda Dairy Crossing,Delhi,bus,28.734483,77.197717,38.33,51.7,Moderate
285,Burari Transport Authority,Delhi,bus,28.730567,77.198467,38.33,51.7,Moderate
286,Nirankari Sarover,Delhi,bus,28.72773,77.198067,37.1,39.3,Low
287,CV Raman ITI,Delhi,bus,28.72095,77.20015,37.1,39.3,Low
288,Nirankari Colony,Delhi,bus,28.714883,77.2041,36.43,32.5,Low
289,Radio Colony,Delhi,bus,28.711233,77.2045,36.43,32.5,Low
290,Dhaka Village,Delhi,bus,28.706789,77.204733,36.85,36.7,Low
291,Balmiki Gandhi Ashram,Delhi,bus,28.70458,77.205033,36.85,36.7,Low
292,TB Hospital,Delhi,bus,28.700567,77.205017,37.37,42.0,Moderate
293,GTB Nagar,Delhi,bus,28.698294,77.206554,37.37,42.0,Moderate
294,Khyber Pass,Delhi,bus,28.690202,77.221419,36.51,33.3,Low
295,Vidhan Sabha Metro Station,Delhi,bus,28.687634,77.221672,36.51,33.3,Low
296,Old Secretariat (Postal Account Office),Delhi,bus,28.683891,77.222282,36.51,33.3,Low
297,IP College,Delhi,bus,28.679703,77.223955,37.01,38.4,Low
298,Exchange Store / Civil Lines Metro Station,Delhi,bus,28.676602,77.225033,37.01,38.4,Low
299,Ludlow Castle,Delhi,bus,28.672405,77.226008,37.74,45.8,Moderate
300,ISBT Nityanand Marg,Delhi,bus,28.668479,77.226269,37.74,45.8,Moderate
301,Natthupura Terminal,Delhi,bus,28.768915,77.18095,38.61,54.5,Moderate
303,Sant Nagar A-1,Delhi,bus,28.738728,77.197685,38.37,52.1,Moderate
304,GTB Nagar / Haqiqat Nagar,Delhi,bus,28.698283,77.2076,37.37,42.0,Moderate
305,Sewa Kutir,Delhi,bus,28.70265,77.209817,36.85,36.7,Low
306,BBM Cluster Depot,Delhi,bus,28.704317,77.211183,36.85,36.7,Low
312,Jasola Vihar,Delhi,bus,28.5404,77.2968,35.51,23.3,Low
313,Sarita Vihar K Block,Delhi,bus,28.538333,77.291867,36.81,36.3,Low
314,Apollo Hospital,Delhi,bus,28.539501,77.282682,36.15,29.7,Low
315,Harkesh Nagar,Delhi,bus,28.543764,77.27934,36.86,36.8,Low
316,Okhla Tank,Delhi,bus,28.548007,77.276605,36.86,36.8,Low
317,CRRI,Delhi,bus,28.551088,77.273998,36.71,35.4,Low
318,Sukhdev Vihar Depot,Delhi,bus,28.554827,77.271291,36.95,37.7,Low
319,Kalkaji Xing,Delhi,bus,28.55795,77.26895,36.75,35.8,Low
320,Ishwar Nagar,Delhi,bus,28.561592,77.266287,36.75,35.8,Low
322,Ashram Chowk,Delhi,bus,28.57045,77.259788,36.63,34.5,Low
323,Ashram (Hari Nagar),Delhi,bus,28.574277,77.256865,36.63,34.5,Low
324,Bhogal,Delhi,bus,28.582917,77.251209,36.81,36.4,Low
325,Bhogal (Jungpura),Delhi,bus,28.584692,77.249659,36.73,35.6,Low
326,Nizamuddin Extension,Delhi,bus,28.589269,77.246339,36.73,35.6,Low
327,Police Station Nizamuddin (Dargah),Delhi,bus,28.591349,77.244916,36.72,35.5,Low
328,Ishpat Bhawan,Delhi,bus,28.5924,77.23675,36.66,34.8,Low
329,JLN Stadium (Sunehripulla Depot),Delhi,bus,28.591833,77.232383,36.66,34.8,Low
330,Lodhi Colony 18-Block,Delhi,bus,28.586733,77.22425,36.98,38.1,Low
331,Lodhi Colony,Delhi,bus,28.584817,77.224533,36.98,38.1,Low
332,Kushak Nallah Depot,Delhi,bus,28.580036,77.225132,37.12,39.5,Low
334,Madanpur Khadar Crossing,Delhi,bus,28.529703,77.287907,38.31,51.5,Moderate
335,Sarita Vihar,Delhi,bus,28.532092,77.286936,37.45,42.8,Moderate
336,Nehru Nagar,Delhi,bus,28.568283,77.253917,36.74,35.7,Low
337,Lajpat Nagar Ring Road,Delhi,bus,28.565391,77.248511,36.88,37.1,Low
338,Gupta Market,Delhi,bus,28.564833,77.241433,37.01,38.4,Low
