stop_id,name,city,mode,lat,lon,lst,thei,thei_tier
10236,Rishi Dharmarth Chikitsalaya,Delhi,bus,28.773931,77.104022,39.29,61.3,High
10237,Khera Khurd Village,Delhi,bus,28.773923,77.102521,39.29,61.3,High
10238,Khera Khurd Nahar Crossing,Delhi,bus,28.773761,77.09241,38.32,51.6,Moderate
10239,Naya Bans,Delhi,bus,28.783337,77.096637,39.13,59.8,Moderate
10240,Mann School,Delhi,bus,28.793447,77.095545,39.18,60.3,High
10241,Holambi Khurd DRID College,Delhi,bus,28.795391,77.097784,39.18,60.3,High
10242,Holambi Khurd,Delhi,bus,28.799721,77.096011,39.18,60.3,High
10243,Holambi Kalan Terminal,Delhi,bus,28.801883,77.096003,39.44,62.9,High
10244,Holambi Kalan Crossing,Delhi,bus,28.809564,77.107095,40.16,70.1,High
10245,Shahpur Garhi,Delhi,bus,28.817688,77.102397,39.46,63.1,High
10246,DSIDC Narela,Delhi,bus,28.821204,77.100678,39.39,62.4,High
10247,Bhor Garh,Delhi,bus,28.829162,77.094509,38.97,58.1,Moderate
10248,Babu Jag Jeevan Ram Colony,Delhi,bus,28.833012,77.093266,39.03,58.8,Moderate
10249,Old Anaj Mandi,Delhi,bus,28.845328,77.088967,39.1,59.5,Moderate
10250,Narela Primary School,Delhi,bus,28.847045,77.088366,39.1,59.5,Moderate
10251,Keshav Nagar Mukti Ashram,Delhi,bus,28.779253,77.179936,38.77,56.2,Moderate
10252,Ibrahim Pur More,Delhi,bus,28.775793,77.179669,38.77,56.2,Moderate
10253,Natthupura Crossing Terminal,Delhi,bus,28.768883,77.180783,38.61,54.5,Moderate
10254,Amrit Vihar Colony,Delhi,bus,28.7645,77.1838,37.61,44.4,Moderate
10255,Koushik Enclave,Delhi,bus,28.761167,77.188717,38.47,53.2,Moderate
10256,Laxmi Vihar,Delhi,bus,28.76015,77.191083,38.47,53.2,Moderate
10257,Ekta Garden Harijan Basti,Delhi,bus,28.7555,77.1983,37.58,44.1,Moderate
10258,Burari Village,Delhi,bus,28.7541,77.199,37.72,45.5,Moderate
10259,Sarvodhya Vidhyalay Burari,Delhi,bus,28.749233,77.198567,37.72,45.5,Moderate
10260,Balti Factory,Delhi,bus,28.7467,77.1983,37.72,45.5,Moderate
10261,Sant Nagar Main Market,Delhi,bus,28.7418,77.198,38.37,52.1,Moderate
10262,Sant Nagar A1,Delhi,bus,28.7377,77.1973,38.37,52.1,Moderate
10263,Jharoda Dairy Crossing,Delhi,bus,28.734483,77.197717,38.33,51.7,Moderate
10264,Burari Transport Authority,Delhi,bus,28.730567,77.198467,38.33,51.7,Moderate
10265,Nirankari Sarover,Delhi,bus,28.72773,77.198067,37.1,39.3,Low
10266,CV Raman ITI,Delhi,bus,28.72095,77.20015,37.1,39.3,Low
10267,Nirankari Colony,Delhi,bus,28.714883,77.2041,36.43,32.5,Low
10268,Radio Colony,Delhi,bus,28.711233,77.2045,36.43,32.5,Low
10269,Dhaka Village,Delhi,bus,28.706789,77.204733,36.85,36.7,Low
10270,Balmiki Gandhi Ashram,Delhi,bus,28.70458,77.205033,36.85,36.7,Low
10271,TB Hospital,Delhi,bus,28.700567,77.205017,37.37,42.0,Moderate
10272,GTB Nagar,Delhi,bus,28.698294,77.206554,37.37,42.0,Moderate
10273,Khyber Pass,Delhi,bus,28.690202,77.221419,36.51,33.3,Low
10274,Vidhan Sabha Metro Station,Delhi,bus,28.687634,77.221672,36.51,33.3,Low
10275,Old Secretariat (Postal Account Office),Delhi,bus,28.683891,77.222282,36.51,33.3,Low
10276,IP College,Delhi,bus,28.679703,77.223955,37.01,38.4,Low
10277,Exchange Store / Civil Lines Metro Station,Delhi,bus,28.676602,77.225033,37.01,38.4,Low
10278,Ludlow Castle,Delhi,bus,28.672405,77.226008,37.74,45.8,Moderate
10279,ISBT Nityanand Marg,Delhi,bus,28.668479,77.226269,37.74,45.8,Moderate
10280,Natthupura Terminal,Delhi,bus,28.768915,77.18095,38.61,54.5,Moderate
10281,Sant Nagar A-1,Delhi,bus,28.738728,77.197685,38.37,52.1,Moderate
10282,Sewa Kutir,Delhi,bus,28.70265,77.209817,36.85,36.7,Low
10283,BBM Cluster Depot,Delhi,bus,28.704317,77.211183,36.85,36.7,Low
10284,Madanpur Khadar JJ Colony,Delhi,bus,28.532503,77.314934,36.54,33.6,Low
10285,Madanpur Khadar Crossing,Delhi,bus,28.531925,77.304504,36.63,34.5,Low
10286,Kalindi Kunj Metro Station,Delhi,bus,28.543016,77.309486,34.86,16.7,Very Low
10287,Kalindi Kunj,Delhi,bus,28.545082,77.306213,35.51,23.3,Low
10288,Shaheen Bagh,Delhi,bus,28.542816,77.303047,35.51,23.3,Low
10289,Jasola Vihar,Delhi,bus,28.5404,77.2968,35.51,23.3,Low
10290,Sarita Vihar K Block,Delhi,bus,28.538333,77.291867,36.81,36.3,Low
10291,Apollo Hospital,Delhi,bus,28.539501,77.282682,36.15,29.7,Low
10292,Harkesh Nagar,Delhi,bus,28.543764,77.27934,36.86,36.8,Low
10293,Okhla Tank,Delhi,bus,28.548007,77.276605,36.86,36.8,Low
10294,CRRI,Delhi,bus,28.551088,77.273998,36.71,35.4,Low
10295,Sukhdev Vihar Depot,Delhi,bus,28.554827,77.271291,36.95,37.7,Low
10296,Kalkaji Xing,Delhi,bus,28.55795,77.26895,36.75,35.8,Low
10297,Ishwar Nagar,Delhi,bus,28.561592,77.266287,36.75,35.8,Low
10298,Ashram Chowk,Delhi,bus,28.57045,77.259788,36.63,34.5,Low
10299,Ashram (Hari Nagar),Delhi,bus,28.574277,77.256865,36.63,34.5,Low
10300,Bhogal,Delhi,bus,28.582917,77.251209,36.81,36.4,Low
10301,Bhogal (Jungpura),Delhi,bus,28.584692,77.249659,36.73,35.6,Low
10302,Nizamuddin Extension,Delhi,bus,28.589269,77.246339,36.73,35.6,Low
10303,Police Station Nizamuddin (Dargah),Delhi,bus,28.591349,77.244916,36.72,35.5,Low
10304,Ishpat Bhawan,Delhi,bus,28.5924,77.23675,36.66,34.8,Low
10305,JLN Stadium (Sunehripulla Depot),Delhi,bus,28.591833,77.232383,36.66,34.8,Low
10306,Lodhi Colony 18-Block,Delhi,bus,28.586733,77.22425,36.98,38.1,Low
10307,Lodhi Colony,Delhi,bus,28.584817,77.224533,36.98,38.1,Low
10308,Madanpur Khadar Crossing,Delhi,bus,28.529703,77.287907,38.31,51.5,Moderate
10309,Sarita Vihar,Delhi,bus,28.532092,77.286936,37.45,42.8,Moderate
10310,Nehru Nagar,Delhi,bus,28.568283,77.253917,36.74,35.7,Low
10311,Lajpat Nagar Ring Road,Delhi,bus,28.565391,77.248511,36.88,37.1,Low
10312,Gupta Market,Delhi,bus,28.564833,77.241433,37.01,38.4,Low
10313,Gupta Market,Delhi,bus,28.564823,77.239969,37.01,38.4,Low
10314,MCKR Hospital,Delhi,bus,28.569135,77.235154,37.27,41.0,Moderate
10315,Defence Colony,Delhi,bus,28.573,77.237367,36.93,37.6,Low
10316,Pant Nagar,Delhi,bus,28.583917,77.240533,37.18,40.1,Moderate
10317,CGO Complex,Delhi,bus,28.587033,77.2408,36.72,35.5,Low
10318,Amir Khusro Park / Oberoi Hotel,Delhi,bus,28.596267,77.240433,36.11,29.3,Low
10319,Delhi Public School,Delhi,bus,28.598783,77.2406,36.11,29.3,Low
10320,Sunder Nagar,Delhi,bus,28.602217,77.240402,36.11,29.3,Low
10321,Zoo,Delhi,bus,28.6084,77.23995,36.26,30.8,Low
10322,National Stadium,Delhi,bus,28.611683,77.239967,36.74,35.6,Low
10323,ITPO Gate No. 3,Delhi,bus,28.6155,77.24015,36.74,35.6,Low
10324,Pragati Maidan Gate No. 5,Delhi,bus,28.618483,77.240183,36.74,35.6,Low
10325,Supreme Court,Delhi,bus,28.622877,77.240388,37.14,39.7,Low
10326,Pragati Maidan Metro Station,Delhi,bus,28.623433,77.240567,37.14,39.7,Low
10327,ITO (Agarwal Chowk),Delhi,bus,28.629065,77.241192,37.14,39.7,Low
10328,Express Building,Delhi,bus,28.633864,77.240804,37.65,44.9,Moderate
10329,Delhi Gate / Ambedkar Stadium,Delhi,bus,28.638817,77.241013,38.32,51.6,Moderate
10330,Darya Ganj Golcha Cinema,Delhi,bus,28.64635,77.240226,38.32,51.6,Moderate
10331,Subhash Park,Delhi,bus,28.649272,77.239311,38.12,49.6,Moderate
10332,Jama Masjid,Delhi,bus,28.651255,77.237958,38.12,49.6,Moderate
10333,Red Fort,Delhi,bus,28.653939,77.236401,38.96,58.0,Moderate
10334,Sarang Pur Village,Delhi,bus,28.542753,76.888748,41.73,86.0,Very High
10335,JhulJhuli Village,Delhi,bus,28.534792,76.90432,41.22,80.8,Very High
10336,Jhul-Jhuli Check Post / Ghumanhera Crossing,Delhi,bus,28.535283,76.909333,41.1,79.6,High
10337,Malik Pur Village Crossing,Delhi,bus,28.552333,76.907483,41.91,87.8,Very High
10338,Ujwa Gaon,Delhi,bus,28.568338,76.906523,41.77,86.4,Very High
10339,Ujwa School,Delhi,bus,28.573511,76.908247,41.77,86.4,Very High
10340,Rawta Crossing (Dhansa Road),Delhi,bus,28.600404,76.916111,41.96,88.3,Very High
10341,Surehra Crossing,Delhi,bus,28.60448,76.932397,42.21,90.8,Very High
10342,Mitraon School,Delhi,bus,28.607252,76.939754,42.21,90.8,Very High
10343,Mitraon Crossing,Delhi,bus,28.608343,76.951668,40.87,77.3,High
10344,Indra Service Station,Delhi,bus,28.608858,76.959974,40.19,70.4,High
10345,Nanak Piyau,Delhi,bus,28.609487,76.967851,39.73,65.9,High
10346,Prem Nursary,Delhi,bus,28.610354,76.971259,39.73,65.9,High
10347,Khera More / Ghuman Hera Crossing,Delhi,bus,28.61113,76.97446,39.73,65.9,High
10348,Jharoda Crossing Jharoda Road,Delhi,bus,28.613766,76.979363,39.64,64.9,High
10349,NajafGarh Terminal,Delhi,bus,28.614831,76.977249,39.64,64.9,High
10350,Shalimar Bagh (Ring Road),Delhi,bus,28.703538,77.169078,37.92,47.6,Moderate
10351,Ashok Vihar Crossing,Delhi,bus,28.701819,77.165532,37.92,47.6,Moderate
10352,Richi Rich,Delhi,bus,28.70097,77.161821,38.02,48.6,Moderate
10353,Prem Bari Pul,Delhi,bus,28.700065,77.158465,38.02,48.6,Moderate
10354,Punjab Kesari (Subhash Palace Depot),Delhi,bus,28.695994,77.155671,37.77,46.1,Moderate
10355,Wazirpur DTC Depot / Netaji Subhash Palace,Delhi,bus,28.693861,77.150918,37.77,46.1,Moderate
10356,Pitampura ND Block,Delhi,bus,28.69553,77.146025,37.42,42.5,Moderate
10357,Kohat Enclave Metro Station,Delhi,bus,28.697168,77.142174,37.42,42.5,Moderate
10358,Vaishali  Enclave / Kapil Vihar,Delhi,bus,28.699303,77.137619,37.49,43.3,Moderate
10359,JD Block Pitam Pura,Delhi,bus,28.701454,77.134768,37.5,43.3,Moderate
10360,Madhuban Chowk Outer Ring Road,Delhi,bus,28.702886,77.130242,37.5,43.3,Moderate
10361,Saraswati  Vihar C Block,Delhi,bus,28.700082,77.125333,37.65,44.8,Moderate
10362,Deepali Chowk,Delhi,bus,28.69796,77.11962,37.76,45.9,Moderate
10363,Kali Mata Mandir,Delhi,bus,28.697185,77.115505,37.76,45.9,Moderate
10364,Puspanjali Enclave,Delhi,bus,28.696165,77.111793,37.76,45.9,Moderate
10365,Rohini Depot  3,Delhi,bus,28.695388,77.109414,37.79,46.3,Moderate
10366,Mangolpur School,Delhi,bus,28.694461,77.106694,37.79,46.3,Moderate
10367,Mangolpur Kalan Village,Delhi,bus,28.695549,77.101135,37.87,47.1,Moderate
10368,Avantika Crossing,Delhi,bus,28.69875,77.0964,37.87,47.1,Moderate
10369,Mangol Pur Khurd,Delhi,bus,28.700005,77.094325,37.87,47.1,Moderate
10370,Mangolpuri Y Block,Delhi,bus,28.702634,77.089647,38.24,50.8,Moderate
10371,Krishna Vihar,Delhi,bus,28.704528,77.086895,38.24,50.8,Moderate
10372,Krishna Vihar,Delhi,bus,28.709736,77.081042,38.14,49.8,Moderate
10373,Brahm Shakti Hospital,Delhi,bus,28.7125,77.0805,38.35,51.9,Moderate
10374,Pooth Kalan,Delhi,bus,28.714257,77.076933,38.35,51.9,Moderate
10375,Rohini Sec-21,Delhi,bus,28.7187,77.0696,38.13,49.7,Moderate
10376,Begumpur,Delhi,bus,28.7217,77.06495,37.93,47.6,Moderate
10377,Rajeev Nagar,Delhi,bus,28.724733,77.058746,37.93,47.6,Moderate
10378,Karala Pathsala Jain Mandir,Delhi,bus,28.726356,77.053345,37.33,41.6,Moderate
10379,Sukhbeer Nagar,Delhi,bus,28.727533,77.04895,37.33,41.6,Moderate
10380,Rama Vihar,Delhi,bus,28.728583,77.045817,37.91,47.5,Moderate
10381,Karala School,Delhi,bus,28.730681,77.039664,37.91,47.5,Moderate
10382,Karala Village,Delhi,bus,28.7315,77.037,38.65,54.9,Moderate
10383,Karala Crossing,Delhi,bus,28.731601,77.031627,38.65,54.9,Moderate
10384,Desu Office,Delhi,bus,28.7325,77.0284,38.65,54.9,Moderate
10385,Shiv Vihar Bheem Chowk,Delhi,bus,28.7333,77.025,38.65,54.9,Moderate
10386,Radha Swami Satsang,Delhi,bus,28.73384,77.0208,39.45,63.0,High
10387,Shivam Plywood,Delhi,bus,28.7352,77.012583,39.45,63.0,High
10388,Kanjhawla Chowk,Delhi,bus,28.737911,77.00692,39.8,66.5,High
10389,Nirmal Hospital,Delhi,bus,28.738428,77.004399,39.8,66.5,High
10390,Ladpur Village,Delhi,bus,28.73949,76.997517,40.54,73.9,High
10391,Rajendra Lakra Public School,Delhi,bus,28.740338,76.994313,40.97,78.4,High
10392,Sant Vivekanand School,Delhi,bus,28.74225,76.9865,40.97,78.4,High
10393,Vriddha Ashram,Delhi,bus,28.744467,76.980917,41.29,81.6,Very High
10394,Jonti Crossing,Delhi,bus,28.74615,76.978217,40.57,74.3,High
10395,Jonti Village,Delhi,bus,28.753145,76.972068,40.46,73.2,High
10396,Tatesar Village,Delhi,bus,28.755872,76.968475,40.37,72.3,High
10397,Balaji Enclave,Delhi,bus,28.767498,76.96456,40.3,71.5,High
10398,Punjab Khor Village,Delhi,bus,28.773006,76.962094,40.3,71.5,High
10399,Punjab Khor Village,Delhi,bus,28.7779,76.9614,40.55,74.1,High
10400,Divya Dham Ashram,Delhi,bus,28.788119,76.962441,40.8,76.6,High
10401,Jatt Khor Crossing,Delhi,bus,28.79069,76.962473,40.8,76.6,High
10402,Qutub Garh Enclave,Delhi,bus,28.7977,76.960533,40.26,71.2,High
10403,Qutub Garh Village (T),Delhi,bus,28.801274,76.962031,39.9,67.5,High
10404,Katewara Crossing,Delhi,bus,28.8061,76.96585,39.9,67.5,High
10405,Rajghat Gandhi Darshan,Delhi,bus,28.6389,77.2502,37.95,47.8,Moderate
10406,Gandhi Darshan,Delhi,bus,28.636983,77.247267,37.18,40.1,Moderate
10407,Indira Gandhi Stadium,Delhi,bus,28.6336,77.2469,37.18,40.1,Moderate
10408,IP Power House (ITO Ring Road),Delhi,bus,28.624078,77.247687,36.94,37.7,Low
10409,Indraprastha Depot,Delhi,bus,28.6195,77.249,37.1,39.3,Low
10410,Pragati Power Station,Delhi,bus,28.616,77.2501,37.1,39.3,Low
10411,Railway Road Bridge,Delhi,bus,28.610753,77.25179,36.37,32.0,Low
10412,Nizamuddin Road Bridge,Delhi,bus,28.603408,77.254218,36.37,32.0,Low
10413,ISBT Sarai Kale Khan,Delhi,bus,28.590868,77.25817,36.72,35.5,Low
10414,Lodhi Colony,Delhi,bus,28.5847,77.2247,36.98,38.1,Low
10415,Central School Lodhi Road,Delhi,bus,28.584967,77.228233,36.66,34.8,Low
10416,J L Nehru Stadium,Delhi,bus,28.5841,77.2301,37.39,42.2,Moderate
10417,Sewa Nagar Flyover,Delhi,bus,28.57875,77.229533,37.39,42.2,Moderate
10418,Defence Colony (Homyopathic College),Delhi,bus,28.571983,77.227669,37.33,41.6,Moderate
10419,PT College Kotla,Delhi,bus,28.569817,77.22655,37.33,41.6,Moderate
10420,Andrews Ganj,Delhi,bus,28.565987,77.230567,37.01,38.4,Low
10421,Gupta Market,Delhi,bus,28.565133,77.239733,37.01,38.4,Low
10422,Lajpat Nagar (Ring Road),Delhi,bus,28.565202,77.242598,37.01,38.4,Low
10423,Lajpat Nagar Ring Road,Delhi,bus,28.565781,77.249098,36.88,37.1,Low
10424,Lajpat Nagar Crossing,Delhi,bus,28.564183,77.250367,36.88,37.1,Low
10425,Garhi Village,Delhi,bus,28.5624,77.251417,36.88,37.1,Low
10426,B-Block East of Kailash,Delhi,bus,28.562167,77.255617,36.81,36.3,Low
10427,C-Block East of Kailash,Delhi,bus,28.56215,77.2582,36.81,36.3,Low
10428,SNPD,Delhi,bus,28.561242,77.26016,36.81,36.3,Low
10429,Laghu Udyog Sansthan (ModiMill),Delhi,bus,28.5565,77.2648,36.95,37.7,Low
10430,NSIC,Delhi,bus,28.553683,77.265133,36.95,37.7,Low
10431,Kalkaji Mandir,Delhi,bus,28.55205,77.2645,36.95,37.7,Low
10432,Kalkaji Mandir (MaaAnandmayeeMarg),Delhi,bus,28.5479,77.263,36.89,37.2,Low
10433,Govind Puri Metro Station,Delhi,bus,28.545217,77.2641,37.0,38.3,Low
10434,Kalkaji Depot,Delhi,bus,28.5375,77.2674,37.25,40.8,Moderate
10435,C-Lal Chowk,Delhi,bus,28.534033,77.268667,37.25,40.8,Moderate
10436,CRPF Camp / Crown Plaza,Delhi,bus,28.527867,77.272383,37.62,44.5,Moderate
10437,Bank,Delhi,bus,28.5261,77.2736,38.19,50.2,Moderate
10438,Okhla Ph-I,Delhi,bus,28.5203,77.2777,38.75,55.9,Moderate
10439,Tehkhand Depot DTC,Delhi,bus,28.510917,77.281167,38.23,50.7,Moderate
10440,Prem Nagar,Delhi,bus,28.5044,77.2793,38.23,50.7,Moderate
10441,Lal Kuan,Delhi,bus,28.5026,77.284517,38.4,52.4,Moderate
10442,Surajkund Crossing,Delhi,bus,28.5017,77.291,38.4,52.4,Moderate
10443,Prehlad Pur,Delhi,bus,28.5,77.294633,38.55,53.9,Moderate
10444,Badarpur M B Road,Delhi,bus,28.4995,77.299267,38.55,53.9,Moderate
10445,Jaitpur Crossing,Delhi,bus,28.498104,77.302191,38.47,53.1,Moderate
10446,Dichau Kalan Depot,Delhi,bus,28.628968,76.997542,40.33,71.8,High
10447,Nirmal Vihar,Delhi,bus,28.625293,76.992481,40.28,71.4,High
10448,Udaseen Ashram,Delhi,bus,28.621564,76.988064,40.28,71.4,High
10449,Dichau Chowk,Delhi,bus,28.616516,76.98382,39.64,64.9,High
10450,NajafGarh Delhi Gate,Delhi,bus,28.611746,76.985721,39.81,66.6,High
10451,Chawla Stand Najafgarh,Delhi,bus,28.607056,76.986005,39.67,65.2,High
10452,BDO Office,Delhi,bus,28.600879,76.988758,39.69,65.4,High
10453,Durga Vihar,Delhi,bus,28.59664,76.99046,39.69,65.4,High
10454,Deenpur Village,Delhi,bus,28.594055,76.991774,39.69,65.4,High
10455,Goela Dairy Crossing,Delhi,bus,28.591726,76.992969,39.96,68.1,High
10456,Shyam Vihar,Delhi,bus,28.591481,77.000564,39.36,62.1,High
10457,Taj Pur More,Delhi,bus,28.583311,77.011776,40.23,70.9,High
10458,St Thomas School Goyla Vihar,Delhi,bus,28.581902,77.015056,39.6,64.5,High
10459,Nehru Bus Stand Goyla Dairy,Delhi,bus,28.580514,77.019268,39.6,64.5,High
10460,Goyla Dairy (Qutub Vihar),Delhi,bus,28.579855,77.021953,38.54,53.9,Moderate
10461,Jhankar Crossing,Delhi,bus,28.579252,77.024293,38.54,53.9,Moderate
10462,Qutub Vihar Phase-I Kikar Stand,Delhi,bus,28.5784,77.029767,38.54,53.9,Moderate
10463,Police Post,Delhi,bus,28.577431,77.035333,37.33,41.6,Moderate
10464,Amrohi More,Delhi,bus,28.574817,77.0513,37.83,46.6,Moderate
10465,Dwarka Sec-19 Modern School,Delhi,bus,28.578167,77.0542,37.3,41.3,Moderate
10466,NHAI Building/ Dwarka Sec-10 Metro Station,Delhi,bus,28.579068,77.059118,37.85,46.9,Moderate
10467,President Cabinet Apartments,Delhi,bus,28.582753,77.062279,37.85,46.9,Moderate
10468,Princess Park/ Airforce Noval Office Enclave,Delhi,bus,28.587688,77.066452,37.53,43.6,Moderate
10469,Dwarka Sec-6/7,Delhi,bus,28.59126,77.069535,37.57,44.1,Moderate
10470,Dwarka Sec-6 Telephone Exchange,Delhi,bus,28.593228,77.070994,37.57,44.1,Moderate
10471,Maharaja Agrasen Hospital Dwarka,Delhi,bus,28.593101,77.079538,37.94,47.7,Moderate
10472,Health Centre,Delhi,bus,28.592015,77.081258,37.94,47.7,Moderate
10473,Mangla Puri Terminal,Delhi,bus,28.590099,77.086907,38.02,48.6,Moderate
10474,Shivaji Stadium Terminal,Delhi,bus,28.632763,77.215806,37.86,47.0,Moderate
10475,Shaheed Bhagat Singh Marg,Delhi,bus,28.633293,77.212365,37.86,47.0,Moderate
10476,Shaheed Bhagat Singh Marg,Delhi,bus,28.633562,77.209301,37.73,45.7,Moderate
10477,Gole Market,Delhi,bus,28.6347,77.2037,37.73,45.7,Moderate
10478,PS Mandir Marg,Delhi,bus,28.638783,77.20345,38.05,48.9,Moderate
10479,Balmiki Mandir,Delhi,bus,28.639867,77.2043,38.05,48.9,Moderate
10480,Panchkuian Road Banwai Lal Hospital,Delhi,bus,28.6417,77.2042,38.05,48.9,Moderate
10481,Meghdoot Bhawan,Delhi,bus,28.643667,77.201033,37.97,48.1,Moderate
10482,Pusa Road Petrol Pump Sadhu Vaswani Marg,Delhi,bus,28.644583,77.192833,37.97,48.1,Moderate
10483,Karol Bagh Metro Station,Delhi,bus,28.643911,77.188747,37.97,48.1,Moderate
10484,East Patel Nagar,Delhi,bus,28.642411,77.173409,38.12,49.6,Moderate
10485,South Patel Nagar (Metro Station),Delhi,bus,28.645395,77.16842,38.12,49.6,Moderate
10486,West Patel Nagar,Delhi,bus,28.647504,77.164974,38.38,52.2,Moderate
10487,Shadipur DTC Colony Metro Station,Delhi,bus,28.651345,77.15851,38.38,52.2,Moderate
10488,Shadipur Depot,Delhi,bus,28.653117,77.1555,38.25,50.9,Moderate
10489,Moti Nagar Industrial Area,Delhi,bus,28.657317,77.1485,37.93,47.7,Moderate
10490,Karampura Terminal,Delhi,bus,28.661,77.142383,37.64,44.8,Moderate
10491,New Moti Nagar B Block,Delhi,bus,28.6635,77.1406,37.64,44.8,Moderate
10492,Punjabi Bagh Terminal,Delhi,bus,28.669318,77.137519,37.92,47.5,Moderate
10493,Shakkur Pur Crossing / Britannia,Delhi,bus,28.684228,77.147619,38.05,48.9,Moderate
10494,Telephone Exchange,Delhi,bus,28.686452,77.150998,38.05,48.9,Moderate
10495,Netaji Subhas Place/Wazirpur Depot,Delhi,bus,28.691698,77.153496,38.05,48.9,Moderate
10496,Guru Govind Singh College,Delhi,bus,28.6979,77.151475,37.77,46.1,Moderate
10497,TV Tower (Power House),Delhi,bus,28.699707,77.151202,37.77,46.1,Moderate
10498,DAV School,Delhi,bus,28.699912,77.14428,37.42,42.5,Moderate
10499,Pitam Pura KD Block,Delhi,bus,28.7002,77.1411,37.42,42.5,Moderate
10500,Pittampura AP-Block,Delhi,bus,28.703277,77.139304,37.33,41.6,Moderate
10501,Pitampura CD-Block,Delhi,bus,28.705955,77.138462,37.33,41.6,Moderate
10502,Madhuban Chowk (Outer Ring Road),Delhi,bus,28.704931,77.132221,37.5,43.3,Moderate
10503,Madhuvan Chowk,Delhi,bus,28.704675,77.130151,37.5,43.3,Moderate
10504,Sai Baba Chowk Rohini Sec 7,Delhi,bus,28.707658,77.123974,37.75,45.8,Moderate
10506,Rohini Sec 7 and 8,Delhi,bus,28.711578,77.120316,38.07,49.0,Moderate
10507,Rohini West Metro Station,Delhi,bus,28.715,77.115,38.07,49.0,Moderate
10508,Rohini Depot 1 Sec 6 (Ambedkar Hospital),Delhi,bus,28.7158,77.113983,38.07,49.0,Moderate
10509,Rajeev Gandhi Cancer Hospital,Delhi,bus,28.71725,77.111833,38.07,49.0,Moderate
10510,Rithala Metro Station,Delhi,bus,28.71964,77.108529,38.23,50.6,Moderate
10511,Pal Colony,Delhi,bus,28.723411,77.103745,38.23,50.6,Moderate
10512,Rithala Village,Delhi,bus,28.725811,77.100279,38.56,54.0,Moderate
10513,Sec-24 Rohini Main Road,Delhi,bus,28.727139,77.098373,38.56,54.0,Moderate
10514,Dera Satguru Sewaram Sahai Sec 24/25 Crossing,Delhi,bus,28.72976,77.094556,38.56,54.0,Moderate
10515,Hanuman Mandir Rohini Sec 24,Delhi,bus,28.722883,77.08773,38.46,53.0,Moderate
10516,Rohini Sec 23 (Green Hill Aptt.),Delhi,bus,28.719222,77.084603,38.46,53.0,Moderate
10517,Ghuman Hera Village,Delhi,bus,28.532153,76.922323,41.1,79.6,High
10518,Ghuman Hera More / Shikarpur Crossing,Delhi,bus,28.536905,76.922167,41.1,79.6,High
10519,Dewta Wala mandir,Delhi,bus,28.548976,76.930686,42.34,92.2,Very High
10520,Hasanpur Village,Delhi,bus,28.556822,76.936855,42.31,91.9,Very High
10521,KharKhari Rondh,Delhi,bus,28.56176,76.941887,41.69,85.6,Very High
10522,Pandwala Crossing,Delhi,bus,28.574027,76.952356,41.07,79.3,High
10523,KharKhari Jatmal / Surhera Crossing,Delhi,bus,28.582168,76.957902,41.12,79.9,High
10524,KharKhari Nahar / Khera Dabur,Delhi,bus,28.58704,76.959128,41.7,85.7,Very High
10525,Khera Village 2,Delhi,bus,28.596312,76.964794,41.72,85.9,Very High
10526,Krishna Nagar / Gopal Nagar,Delhi,bus,28.606791,76.972726,39.73,65.9,High
10527,Jhatikra Crossing Pandwala Road,Delhi,bus,28.584638,76.995053,39.36,62.1,High
10528,Rewla Khanpur Crossing,Delhi,bus,28.572355,76.980956,39.98,68.4,High
10529,Purani Basti Rewla Khanpur,Delhi,bus,28.569584,76.977685,39.98,68.4,High
10530,Tikri Khurd,Delhi,bus,28.835983,77.123838,39.31,61.5,High
10531,Tikri Khurd Crossing / AMPC,Delhi,bus,28.836177,77.12839,39.31,61.5,High
10532,Tikri Khurd Crossing / AMPC,Delhi,bus,28.835604,77.128935,39.58,64.3,High
10533,Khampur Village,Delhi,bus,28.824476,77.132311,40.44,73.0,High
10534,Bakauli Village (GT Road),Delhi,bus,28.810288,77.137092,40.3,71.6,High
10535,Pwd Office,Delhi,bus,28.8012,77.138967,40.47,73.3,High
10536,Alipur Village GT Road,Delhi,bus,28.796617,77.1396,40.15,70.0,High
10537,Jind Pur Crossing,Delhi,bus,28.793233,77.14415,40.15,70.0,High
10538,Sai Mandir,Delhi,bus,28.78865,77.141467,40.04,68.9,High
10539,Budhpur GT Road,Delhi,bus,28.782107,77.141601,40.04,68.9,High
10540,Jain Mandir,Delhi,bus,28.77715,77.142633,40.28,71.4,High
10541,Nangli Poona (GT Road),Delhi,bus,28.774167,77.143267,40.28,71.4,High
10542,Gurudwara Siraspur GT Road,Delhi,bus,28.764956,77.146126,40.64,75.0,High
10543,Kapashera Border,Delhi,bus,28.522481,77.082442,38.59,54.3,Moderate
10544,Kapashera Village,Delhi,bus,28.524517,77.0837,38.59,54.3,Moderate
10545,Kapashera Crossing,Delhi,bus,28.531234,77.088154,39.35,62.0,High
10546,Samalkha Village,Delhi,bus,28.534492,77.090371,39.35,62.0,High
10547,Samalkha Crossing,Delhi,bus,28.538205,77.091434,39.35,62.0,High
10548,Puspanjali G Block,Delhi,bus,28.542263,77.073546,39.85,67.0,High
10549,Dwarka Road,Delhi,bus,28.544217,77.065083,39.56,64.1,High
10550,Bharthal Under Pass,Delhi,bus,28.547567,77.057117,39.41,62.6,High
